,Sample,Actual_Control_CR,Actual_Treatment_CR,Round,Control_Clicks,Control_Sale,Control_CR,Treatment_Clicks,Treatment_Sale,Treatment_CR,Bayesian_Lift,Prob,Z-value,P-value,Freq_Lift
0,0,6.44%,6.84%,0,14881,949,6.38%,17250,1210,7.01%,10.0%,98.9%,-2.275028879,0.022904198,10.0%
1,0,6.44%,6.84%,1,2476,150,6.06%,2487,180,7.24%,19.3%,95.2%,-1.667580657,0.095399001,19.5%
2,0,6.44%,6.84%,2,23662,1503,6.35%,22913,1600,6.98%,9.9%,99.7%,-2.729996901,0.006333492,9.9%
3,0,6.44%,6.84%,3,30445,1929,6.34%,33089,2236,6.76%,6.6%,98.4%,-2.144522374,0.031991055,6.7%
4,0,6.44%,6.84%,4,45355,2925,6.45%,45970,3175,6.91%,7.1%,99.7%,-2.769103986,0.005621069,7.1%
5,0,6.44%,6.84%,5,14711,939,6.38%,14302,959,6.71%,5.0%,86.7%,-1.110266343,0.266884272,5.1%
6,0,6.44%,6.84%,6,7698,501,6.51%,8388,561,6.69%,2.7%,67.6%,-0.459112983,0.646153034,2.8%
7,0,6.44%,6.84%,7,19050,1210,6.35%,18871,1374,7.28%,14.6%,100.0%,-3.590732293,0.00032975,14.6%
8,0,6.44%,6.84%,8,18958,1234,6.51%,16963,1149,6.77%,4.1%,84.3%,-1.005354599,0.314726133,4.1%
9,0,6.44%,6.84%,9,11992,762,6.35%,13087,899,6.87%,8.1%,94.9%,-1.638766487,0.101261901,8.1%
10,1,3.65%,3.56%,0,45462,1705,3.75%,45363,1639,3.61%,-3.7%,13.6%,1.098713162,0.2718932,-3.7%
11,1,3.65%,3.56%,1,3833,127,3.31%,3854,146,3.79%,14.2%,86.9%,-1.124954978,0.260608113,14.3%
12,1,3.65%,3.56%,2,38648,1372,3.55%,35409,1261,3.56%,0.3%,53.3%,-0.082599899,0.934169682,0.3%
13,1,3.65%,3.56%,3,5667,217,3.83%,6408,237,3.70%,-3.4%,35.2%,0.37675265,0.706357432,-3.4%
14,1,3.65%,3.56%,4,28425,1045,3.68%,27919,992,3.55%,-3.3%,21.7%,0.783303914,0.433448666,-3.4%
15,1,3.65%,3.56%,5,10140,413,4.07%,10908,384,3.52%,-13.6%,1.8%,2.098824315,0.035832391,-13.6%
16,1,3.65%,3.56%,6,44548,1631,3.66%,41550,1495,3.60%,-1.7%,31.1%,0.494963453,0.620625918,-1.7%
17,1,3.65%,3.56%,7,14411,546,3.79%,13379,485,3.63%,-4.3%,23.6%,0.721367768,0.470683272,-4.3%
18,1,3.65%,3.56%,8,23585,875,3.71%,24885,894,3.59%,-3.2%,24.5%,0.689262372,0.490658173,-3.2%
19,1,3.65%,3.56%,9,17631,612,3.47%,18779,610,3.25%,-6.4%,11.9%,1.179950421,0.238019934,-6.4%
20,2,3.98%,4.50%,0,4479,186,4.15%,4304,191,4.44%,6.8%,74.5%,-0.658806065,0.510020312,6.9%
21,2,3.98%,4.50%,1,37746,1489,3.94%,37887,1718,4.53%,14.9%,100.0%,-4.024445325,5.71E-05,15.0%
22,2,3.98%,4.50%,2,10671,422,3.95%,11034,498,4.51%,14.1%,97.9%,-2.042407462,0.04111113,14.1%
23,2,3.98%,4.50%,3,46907,1903,4.06%,51503,2364,4.59%,13.1%,100.0%,-4.100865719,4.12E-05,13.1%
24,2,3.98%,4.50%,4,2170,107,4.93%,2126,87,4.09%,-16.8%,9.3%,1.323558451,0.185649732,-17.0%
25,2,3.98%,4.50%,5,9296,356,3.83%,8808,414,4.70%,22.7%,99.8%,-2.90156283,0.003713063,22.7%
26,2,3.98%,4.50%,6,31006,1255,4.05%,32544,1494,4.59%,13.4%,100.0%,-3.364004784,0.000768202,13.4%
27,2,3.98%,4.50%,7,1672,66,3.95%,1520,83,5.46%,37.9%,97.8%,-2.024004667,0.042969672,38.3%
28,2,3.98%,4.50%,8,39916,1665,4.17%,38151,1726,4.52%,8.5%,99.2%,-2.417788307,0.015615158,8.5%
29,2,3.98%,4.50%,9,20653,819,3.97%,24345,1059,4.35%,9.7%,97.9%,-2.032069403,0.04214663,9.7%
30,3,6.43%,6.00%,0,14965,1020,6.82%,15327,860,5.61%,-17.7%,0.0%,4.345589281,1.39E-05,-17.7%
31,3,6.43%,6.00%,1,31918,2123,6.65%,31090,1847,5.94%,-10.7%,0.0%,3.670215523,0.000242346,-10.7%
32,3,6.43%,6.00%,2,42039,2677,6.37%,43154,2635,6.11%,-4.1%,5.7%,1.580349494,0.114026851,-4.1%
33,3,6.43%,6.00%,3,17667,1149,6.50%,19244,1175,6.11%,-6.1%,5.8%,1.572004029,0.115949617,-6.1%
34,3,6.43%,6.00%,4,34406,2271,6.60%,34799,2148,6.17%,-6.5%,1.1%,2.302566464,0.021303248,-6.5%
35,3,6.43%,6.00%,5,49942,3160,6.33%,49782,3044,6.11%,-3.4%,8.2%,1.390295361,0.164439206,-3.4%
36,3,6.43%,6.00%,6,31489,2111,6.70%,35760,2091,5.85%,-12.8%,0.0%,4.579789194,4.65E-06,-12.8%
37,3,6.43%,6.00%,7,34757,2169,6.24%,33622,2043,6.08%,-2.6%,18.6%,0.892234387,0.372267314,-2.6%
38,3,6.43%,6.00%,8,38197,2486,6.51%,36914,2265,6.14%,-5.7%,1.8%,2.096576892,0.036031047,-5.7%
39,3,6.43%,6.00%,9,19086,1263,6.62%,18195,1103,6.06%,-8.4%,1.4%,2.198366498,0.027922999,-8.4%
40,4,4.92%,4.85%,0,37823,1881,4.97%,37145,1750,4.71%,-5.3%,4.7%,1.670042281,0.094910998,-5.3%
41,4,4.92%,4.85%,1,14257,677,4.75%,13184,645,4.89%,3.0%,71.1%,-0.555582832,0.57849607,3.0%
42,4,4.92%,4.85%,2,24756,1212,4.90%,26324,1285,4.88%,-0.3%,47.0%,0.074938362,0.940263754,-0.3%
43,4,4.92%,4.85%,3,45222,2256,4.99%,47688,2287,4.80%,-3.9%,8.6%,1.363252468,0.172802956,-3.9%
44,4,4.92%,4.85%,4,49684,2430,4.89%,48047,2283,4.75%,-2.8%,15.5%,1.016289672,0.309491465,-2.8%
45,4,4.92%,4.85%,5,45105,2259,5.01%,50653,2375,4.69%,-6.4%,1.1%,2.300095125,0.021442831,-6.4%
46,4,4.92%,4.85%,6,41779,2049,4.90%,40445,1957,4.84%,-1.3%,33.1%,0.437542411,0.661718025,-1.3%
47,4,4.92%,4.85%,7,20130,991,4.92%,18364,968,5.27%,7.1%,94.0%,-1.552518939,0.120538105,7.1%
48,4,4.92%,4.85%,8,40028,1992,4.98%,40517,1973,4.87%,-2.1%,24.1%,0.701526013,0.482974807,-2.1%
49,4,4.92%,4.85%,9,22554,1131,5.01%,21718,1042,4.80%,-4.3%,14.6%,1.055396735,0.291243916,-4.3%
50,5,4.69%,4.86%,0,26361,1254,4.76%,27314,1354,4.96%,4.2%,85.9%,-1.078112051,0.280983754,4.2%
51,5,4.69%,4.86%,1,33215,1508,4.54%,34481,1708,4.95%,9.1%,99.4%,-2.527379309,0.011491731,9.1%
52,5,4.69%,4.86%,2,22275,1027,4.61%,22381,1071,4.79%,3.8%,80.8%,-0.872639308,0.382859708,3.8%
53,5,4.69%,4.86%,3,45973,2152,4.68%,43966,2184,4.97%,6.1%,97.8%,-2.004788502,0.044985662,6.1%
54,5,4.69%,4.86%,4,46599,2112,4.53%,46697,2291,4.91%,8.2%,99.6%,-2.692203273,0.007098167,8.2%
55,5,4.69%,4.86%,5,46650,2160,4.63%,46092,2297,4.98%,7.6%,99.4%,-2.515003961,0.011903105,7.6%
56,5,4.69%,4.86%,6,4514,213,4.72%,4911,233,4.74%,0.5%,52.2%,-0.058926903,0.95301033,0.5%
57,5,4.69%,4.86%,7,13055,600,4.60%,12829,621,4.84%,5.3%,82.3%,-0.928270039,0.353267512,5.3%
58,5,4.69%,4.86%,8,41591,1923,4.62%,45257,2163,4.78%,3.4%,86.0%,-1.083065483,0.278779358,3.4%
59,5,4.69%,4.86%,9,20948,991,4.73%,22119,1083,4.90%,3.5%,78.8%,-0.801706995,0.422722469,3.5%
60,6,1.23%,1.17%,0,39571,469,1.19%,37984,427,1.12%,-5.1%,21.4%,0.79537375,0.426396125,-5.2%
61,6,1.23%,1.17%,1,16778,184,1.10%,18284,210,1.15%,4.7%,67.6%,-0.460294541,0.645304819,4.7%
62,6,1.23%,1.17%,2,4156,48,1.15%,4187,53,1.27%,9.4%,67.7%,-0.462990557,0.643371136,9.6%
63,6,1.23%,1.17%,3,44069,542,1.23%,41491,490,1.18%,-4.0%,25.7%,0.654999173,0.512468286,-4.0%
64,6,1.23%,1.17%,4,4440,46,1.04%,4622,39,0.84%,-18.2%,17.2%,0.94907279,0.342583592,-18.6%
65,6,1.23%,1.17%,5,34013,410,1.21%,35040,390,1.11%,-7.7%,12.8%,1.134483962,0.256591597,-7.7%
66,6,1.23%,1.17%,6,49740,589,1.18%,51512,592,1.15%,-2.9%,30.2%,0.517237684,0.604990249,-2.9%
67,6,1.23%,1.17%,7,32513,401,1.23%,34275,382,1.11%,-9.6%,7.7%,1.426106625,0.153837567,-9.6%
68,6,1.23%,1.17%,8,2925,35,1.20%,3005,40,1.33%,10.9%,67.7%,-0.463499469,0.643006395,11.2%
69,6,1.23%,1.17%,9,34902,404,1.16%,33018,382,1.16%,0.0%,49.8%,0.007089389,0.994343533,-0.1%
70,7,2.39%,2.18%,0,14025,330,2.35%,14049,308,2.19%,-6.8%,18.3%,0.902900341,0.36657879,-6.8%
71,7,2.39%,2.18%,1,5898,145,2.46%,6557,154,2.35%,-4.5%,34.4%,0.399805614,0.689299696,-4.5%
72,7,2.39%,2.18%,2,22675,584,2.58%,22079,462,2.09%,-18.7%,0.0%,3.381535362,0.00072082,-18.8%
73,7,2.39%,2.18%,3,48411,1201,2.48%,48670,1136,2.33%,-5.9%,6.8%,1.491611801,0.135800943,-5.9%
74,7,2.39%,2.18%,4,542,14,2.58%,533,11,2.06%,-18.7%,29.1%,0.564764759,0.57223378,-20.1%
75,7,2.39%,2.18%,5,45590,1077,2.36%,49794,1154,2.32%,-1.9%,32.3%,0.457410265,0.647376188,-1.9%
76,7,2.39%,2.18%,6,28094,697,2.48%,26885,560,2.08%,-16.0%,0.1%,3.121127257,0.001801602,-16.0%
77,7,2.39%,2.18%,7,39370,911,2.31%,39162,830,2.12%,-8.4%,3.2%,1.85139848,0.064112248,-8.4%
78,7,2.39%,2.18%,8,30729,714,2.32%,30119,651,2.16%,-7.0%,8.9%,1.350110146,0.176980654,-7.0%
79,7,2.39%,2.18%,9,19925,484,2.43%,19408,391,2.01%,-17.0%,0.3%,2.786571083,0.005326893,-17.1%
80,8,2.95%,3.10%,0,39606,1166,2.94%,44163,1416,3.21%,8.9%,98.6%,-2.19299444,0.02830778,8.9%
81,8,2.95%,3.10%,1,45650,1365,2.99%,45235,1481,3.27%,9.5%,99.3%,-2.456800956,0.014018033,9.5%
82,8,2.95%,3.10%,2,3653,108,2.96%,3535,124,3.51%,18.5%,90.7%,-1.322184019,0.186106881,18.6%
83,8,2.95%,3.10%,3,6804,193,2.84%,6466,197,3.05%,7.4%,76.3%,-0.716394329,0.473747896,7.4%
84,8,2.95%,3.10%,4,31812,932,2.93%,34270,1087,3.17%,8.2%,96.5%,-1.807265006,0.07072097,8.3%
85,8,2.95%,3.10%,5,39939,1167,2.92%,37133,1198,3.23%,10.4%,99.3%,-2.447434079,0.014387744,10.4%
86,8,2.95%,3.10%,6,10853,287,2.64%,11548,371,3.21%,21.4%,99.4%,-2.517252473,0.011827404,21.5%
87,8,2.95%,3.10%,7,36425,1027,2.82%,32821,1068,3.25%,15.4%,100.0%,-3.333240389,0.000858407,15.4%
88,8,2.95%,3.10%,8,29452,810,2.75%,28275,884,3.13%,13.7%,99.6%,-2.677240069,0.007423143,13.7%
89,8,2.95%,3.10%,9,41841,1242,2.97%,37025,1191,3.22%,8.4%,97.8%,-2.013133657,0.04410057,8.4%
90,9,8.22%,8.22%,0,2427,201,8.28%,2679,210,7.84%,-5.4%,28.0%,0.581177289,0.561120973,-5.4%
91,9,8.22%,8.22%,1,5087,384,7.55%,5401,423,7.83%,3.7%,70.6%,-0.543946252,0.58647846,3.8%
92,9,8.22%,8.22%,2,18431,1509,8.19%,15608,1252,8.02%,-2.0%,28.9%,0.558185463,0.576717746,-2.0%
93,9,8.22%,8.22%,3,11300,902,7.98%,11908,988,8.30%,3.9%,80.9%,-0.875972624,0.381044916,3.9%
94,9,8.22%,8.22%,4,7978,610,7.65%,7346,560,7.62%,-0.3%,47.9%,0.053166391,0.957599334,-0.3%
95,9,8.22%,8.22%,5,43374,3557,8.20%,46488,3858,8.30%,1.2%,70.3%,-0.534345722,0.593102364,1.2%
96,9,8.22%,8.22%,6,33927,2746,8.09%,34162,2807,8.22%,1.5%,72.1%,-0.585797457,0.558011633,1.5%
97,9,8.22%,8.22%,7,16581,1394,8.41%,18456,1520,8.24%,-2.0%,28.1%,0.58012076,0.561833185,-2.0%
98,9,8.22%,8.22%,8,3414,253,7.41%,3542,299,8.44%,13.8%,94.4%,-1.590214364,0.111786494,13.9%
99,9,8.22%,8.22%,9,31743,2565,8.08%,34238,2776,8.11%,0.3%,55.1%,-0.129062313,0.897308342,0.3%
100,10,5.87%,6.04%,0,27363,1556,5.69%,29275,1840,6.29%,10.5%,99.9%,-2.999118402,0.002707621,10.5%
101,10,5.87%,6.04%,1,7737,437,5.65%,7760,472,6.08%,7.7%,87.5%,-1.150379575,0.249987569,7.7%
102,10,5.87%,6.04%,2,28967,1694,5.85%,29760,1854,6.23%,6.5%,97.4%,-1.941555138,0.052190978,6.5%
103,10,5.87%,6.04%,3,22082,1271,5.76%,22958,1412,6.15%,6.8%,96.1%,-1.768504097,0.076976668,6.9%
104,10,5.87%,6.04%,4,5797,351,6.05%,5515,355,6.44%,6.3%,80.0%,-0.839811276,0.40101421,6.3%
105,10,5.87%,6.04%,5,23175,1285,5.54%,23313,1437,6.16%,11.2%,99.8%,-2.84302164,0.004468804,11.2%
106,10,5.87%,6.04%,6,9002,517,5.74%,8815,537,6.09%,6.1%,83.8%,-0.986459885,0.323907491,6.1%
107,10,5.87%,6.04%,7,49212,2808,5.71%,50350,3070,6.10%,6.9%,99.6%,-2.619678697,0.008801265,6.9%
108,10,5.87%,6.04%,8,27977,1625,5.81%,26865,1708,6.36%,9.5%,99.6%,-2.691893579,0.007104761,9.5%
109,10,5.87%,6.04%,9,21726,1253,5.77%,22805,1356,5.95%,3.1%,78.9%,-0.80297038,0.421991855,3.1%
110,11,6.62%,6.11%,0,26053,1721,6.61%,24359,1504,6.17%,-6.5%,2.4%,1.978271576,0.047898078,-6.5%
111,11,6.62%,6.11%,1,21010,1423,6.77%,20028,1207,6.03%,-11.0%,0.1%,3.086094655,0.002028043,-11.0%
112,11,6.62%,6.11%,2,40507,2743,6.77%,37177,2245,6.04%,-10.8%,0.0%,4.163390386,3.14E-05,-10.8%
113,11,6.62%,6.11%,3,12482,863,6.91%,12710,798,6.28%,-9.2%,2.1%,2.031947493,0.042158972,-9.2%
114,11,6.62%,6.11%,4,30657,2077,6.77%,28823,1812,6.29%,-7.2%,0.8%,2.407682821,0.016054122,-7.2%
115,11,6.62%,6.11%,5,22278,1518,6.81%,22109,1393,6.30%,-7.5%,1.4%,2.184230728,0.028945298,-7.5%
116,11,6.62%,6.11%,6,49400,3348,6.78%,47086,2891,6.14%,-9.4%,0.0%,4.02482442,5.70E-05,-9.4%
117,11,6.62%,6.11%,7,24542,1592,6.49%,23943,1531,6.39%,-1.4%,33.9%,0.414753578,0.678322306,-1.4%
118,11,6.62%,6.11%,8,9291,602,6.48%,8929,511,5.72%,-11.6%,1.7%,2.131376697,0.033058121,-11.7%
119,11,6.62%,6.11%,9,43303,2908,6.72%,44444,2642,5.94%,-11.5%,0.0%,4.690414791,2.73E-06,-11.5%
120,12,3.00%,3.01%,0,27253,838,3.07%,26119,754,2.89%,-6.1%,10.1%,1.276986648,0.201606961,-6.1%
121,12,3.00%,3.01%,1,7374,201,2.73%,7692,212,2.76%,1.1%,54.5%,-0.113924443,0.909297689,1.1%
122,12,3.00%,3.01%,2,27468,853,3.11%,26911,791,2.94%,-5.3%,12.9%,1.131092233,0.258016273,-5.3%
123,12,3.00%,3.01%,3,28669,862,3.01%,28300,918,3.24%,7.9%,94.8%,-1.626242167,0.103898149,7.9%
124,12,3.00%,3.01%,4,25788,777,3.01%,26352,807,3.06%,1.6%,62.8%,-0.328310329,0.742677035,1.6%
125,12,3.00%,3.01%,5,22235,628,2.82%,20580,681,3.31%,17.1%,99.8%,-2.910401181,0.003609651,17.2%
126,12,3.00%,3.01%,6,15295,451,2.95%,15467,515,3.33%,12.9%,97.2%,-1.915733882,0.055398977,12.9%
127,12,3.00%,3.01%,7,48156,1446,3.00%,47899,1463,3.05%,1.7%,68.0%,-0.466621283,0.640770857,1.7%
128,12,3.00%,3.01%,8,40540,1221,3.01%,44013,1328,3.02%,0.2%,51.8%,-0.046302659,0.96306902,0.2%
129,12,3.00%,3.01%,9,44257,1307,2.95%,41929,1275,3.04%,3.0%,77.5%,-0.754440629,0.450584683,3.0%
130,13,6.23%,6.23%,0,1878,123,6.55%,1956,111,5.67%,-13.3%,12.9%,1.130955147,0.25807397,-13.4%
131,13,6.23%,6.23%,1,18228,1134,6.22%,19039,1245,6.54%,5.1%,89.5%,-1.255337358,0.209356319,5.1%
132,13,6.23%,6.23%,2,44845,2881,6.42%,44961,2795,6.22%,-3.2%,10.0%,1.279925873,0.200571207,-3.2%
133,13,6.23%,6.23%,3,43947,2698,6.14%,43849,2730,6.23%,1.4%,70.3%,-0.533327863,0.593806643,1.4%
134,13,6.23%,6.23%,4,2158,141,6.53%,2098,119,5.67%,-13.1%,12.1%,1.173588044,0.240560073,-13.2%
135,13,6.23%,6.23%,5,39077,2434,6.23%,42114,2637,6.26%,0.5%,57.6%,-0.193258341,0.846756651,0.5%
136,13,6.23%,6.23%,6,24836,1532,6.17%,24630,1613,6.55%,6.2%,95.9%,-1.733943489,0.082928111,6.2%
137,13,6.23%,6.23%,7,453,18,3.97%,470,33,7.02%,72.5%,97.8%,-2.025989845,0.042765825,76.7%
138,13,6.23%,6.23%,8,11819,745,6.30%,12425,752,6.05%,-4.0%,20.8%,0.811908946,0.416843881,-4.0%
139,13,6.23%,6.23%,9,10547,634,6.01%,11938,752,6.30%,4.8%,81.4%,-0.89617683,0.370158328,4.8%
140,14,5.30%,5.29%,0,23781,1318,5.54%,25105,1400,5.58%,0.6%,56.6%,-0.165606306,0.868466784,0.6%
141,14,5.30%,5.29%,1,49319,2696,5.47%,53821,2795,5.19%,-5.0%,2.5%,1.952976565,0.050822372,-5.0%
142,14,5.30%,5.29%,2,19459,1082,5.56%,18362,1009,5.50%,-1.2%,39.1%,0.277995764,0.78101561,-1.2%
143,14,5.30%,5.29%,3,19763,1106,5.60%,18660,979,5.25%,-6.2%,6.5%,1.512738386,0.130346125,-6.3%
144,14,5.30%,5.29%,4,36343,1998,5.50%,39457,2110,5.35%,-2.7%,18.1%,0.911431221,0.362068209,-2.7%
145,14,5.30%,5.29%,5,49358,2623,5.31%,46324,2503,5.40%,1.7%,73.0%,-0.611078764,0.541147438,1.7%
146,14,5.30%,5.29%,6,16916,903,5.34%,16909,934,5.52%,3.5%,77.4%,-0.75288038,0.451521799,3.5%
147,14,5.30%,5.29%,7,30587,1590,5.20%,32144,1658,5.16%,-0.8%,41.0%,0.227404826,0.820108968,-0.8%
148,14,5.30%,5.29%,8,18216,970,5.32%,17990,970,5.39%,1.3%,61.1%,-0.282615376,0.777471692,1.3%
149,14,5.30%,5.29%,9,34211,1864,5.45%,31658,1674,5.29%,-2.9%,18.0%,0.914445975,0.360482553,-3.0%
150,15,3.90%,3.64%,0,28892,1154,3.99%,29794,1086,3.65%,-8.7%,1.4%,2.206985248,0.02731509,-8.7%
151,15,3.90%,3.64%,1,4372,194,4.44%,4224,146,3.46%,-22.0%,1.0%,2.332629829,0.019667582,-22.1%
152,15,3.90%,3.64%,2,5268,239,4.54%,5069,177,3.49%,-22.9%,0.3%,2.702580555,0.006880351,-23.0%
153,15,3.90%,3.64%,3,27411,1130,4.12%,29037,1039,3.58%,-13.2%,0.0%,3.362070102,0.000773605,-13.2%
154,15,3.90%,3.64%,4,42406,1687,3.98%,44314,1627,3.67%,-7.7%,0.9%,2.354837699,0.018530797,-7.7%
155,15,3.90%,3.64%,5,22113,852,3.85%,19887,702,3.53%,-8.4%,4.0%,1.750906405,0.079962033,-8.4%
156,15,3.90%,3.64%,6,18701,757,4.05%,18767,663,3.53%,-12.7%,0.5%,2.61083538,0.009032136,-12.7%
157,15,3.90%,3.64%,7,12002,454,3.78%,10888,373,3.43%,-9.4%,7.4%,1.445110713,0.14842679,-9.4%
158,15,3.90%,3.64%,8,6873,266,3.87%,7037,251,3.57%,-7.8%,17.2%,0.945581071,0.344362303,-7.8%
159,15,3.90%,3.64%,9,47654,1942,4.08%,47756,1709,3.58%,-12.2%,0.0%,3.997954308,6.39E-05,-12.2%
160,16,5.71%,5.44%,0,36509,2061,5.65%,37486,1988,5.30%,-6.1%,2.0%,2.044285505,0.04092535,-6.1%
161,16,5.71%,5.44%,1,23934,1292,5.40%,24403,1357,5.56%,3.0%,78.4%,-0.785386315,0.432227102,3.0%
162,16,5.71%,5.44%,2,2786,172,6.17%,2778,152,5.47%,-11.3%,13.2%,1.118279431,0.263447669,-11.4%
163,16,5.71%,5.44%,3,37005,2099,5.67%,36380,1952,5.37%,-5.4%,3.5%,1.818497915,0.068988065,-5.4%
164,16,5.71%,5.44%,4,4792,250,5.22%,4800,269,5.60%,7.4%,79.9%,-0.837993398,0.402034411,7.4%
165,16,5.71%,5.44%,5,23838,1305,5.47%,26110,1503,5.76%,5.1%,91.4%,-1.366455771,0.171795954,5.2%
166,16,5.71%,5.44%,6,14596,813,5.57%,13760,789,5.73%,2.9%,72.5%,-0.597787529,0.549981713,2.9%
167,16,5.71%,5.44%,7,2164,134,6.19%,2147,118,5.50%,-11.2%,16.5%,0.974215752,0.329949425,-11.2%
168,16,5.71%,5.44%,8,15671,893,5.70%,15047,806,5.36%,-6.0%,9.5%,1.310383471,0.190066143,-6.0%
169,16,5.71%,5.44%,9,44422,2528,5.69%,42641,2336,5.48%,-3.7%,8.6%,1.365270004,0.172168203,-3.7%
170,17,7.92%,8.45%,0,35367,2774,7.84%,37164,3094,8.33%,6.1%,99.1%,-2.378446936,0.017385739,6.1%
171,17,7.92%,8.45%,1,8192,664,8.11%,7961,687,8.63%,6.5%,88.5%,-1.202906846,0.229012371,6.5%
172,17,7.92%,8.45%,2,29096,2247,7.72%,29482,2457,8.33%,7.9%,99.7%,-2.721533404,0.006497982,7.9%
173,17,7.92%,8.45%,3,19549,1614,8.26%,19507,1663,8.53%,3.3%,83.1%,-0.958627192,0.337746589,3.3%
174,17,7.92%,8.45%,4,27855,2148,7.71%,30014,2569,8.56%,11.0%,100.0%,-3.725011473,0.000195306,11.0%
175,17,7.92%,8.45%,5,34631,2777,8.02%,33231,2816,8.47%,5.7%,98.4%,-2.155510559,0.031121903,5.7%
176,17,7.92%,8.45%,6,33241,2625,7.90%,32793,2661,8.11%,2.8%,84.9%,-1.030540476,0.302756362,2.8%
177,17,7.92%,8.45%,7,35959,2868,7.98%,37235,3177,8.53%,7.0%,99.7%,-2.734634984,0.006244948,7.0%
178,17,7.92%,8.45%,8,40755,3271,8.03%,42065,3591,8.54%,6.4%,99.6%,-2.665873981,0.007678847,6.4%
179,17,7.92%,8.45%,9,14743,1151,7.81%,16268,1374,8.45%,8.2%,98.0%,-2.054601286,0.039917531,8.2%
180,18,8.67%,8.86%,0,24957,2085,8.35%,26043,2349,9.02%,8.0%,99.6%,-2.665819337,0.007680095,8.0%
181,18,8.67%,8.86%,1,7847,700,8.92%,8049,748,9.29%,4.2%,79.3%,-0.815969073,0.414517825,4.2%
182,18,8.67%,8.86%,2,49577,4237,8.55%,48403,4300,8.88%,3.9%,96.9%,-1.872502329,0.06113714,3.9%
183,18,8.67%,8.86%,3,33910,2934,8.65%,33086,2897,8.76%,1.2%,68.3%,-0.475855341,0.634177441,1.2%
184,18,8.67%,8.86%,4,45887,3921,8.54%,45256,3967,8.77%,2.6%,88.2%,-1.185291087,0.235902376,2.6%
185,18,8.67%,8.86%,5,13738,1216,8.85%,15418,1338,8.68%,-2.0%,30.0%,0.522158105,0.601560253,-2.0%
186,18,8.67%,8.86%,6,28462,2461,8.65%,27236,2432,8.93%,3.3%,88.1%,-1.178346835,0.238658363,3.3%
187,18,8.67%,8.86%,7,18833,1624,8.62%,18674,1705,9.13%,5.9%,95.8%,-1.726897845,0.084186012,5.9%
188,18,8.67%,8.86%,8,26725,2250,8.42%,29091,2551,8.77%,4.2%,93.0%,-1.473028066,0.140743468,4.2%
189,18,8.67%,8.86%,9,33697,2973,8.82%,34334,3081,8.97%,1.7%,75.5%,-0.690991582,0.489570831,1.7%
190,19,3.67%,3.66%,0,2597,93,3.58%,2422,103,4.25%,18.6%,89.0%,-1.227366319,0.219684939,18.8%
191,19,3.67%,3.66%,1,5879,204,3.47%,5104,199,3.90%,12.4%,88.4%,-1.192486554,0.23307052,12.4%
192,19,3.67%,3.66%,2,47095,1714,3.64%,45841,1742,3.80%,4.4%,90.2%,-1.293924046,0.195691658,4.4%
193,19,3.67%,3.66%,3,40016,1437,3.59%,38752,1524,3.93%,9.5%,99.4%,-2.52016765,0.011729895,9.5%
194,19,3.67%,3.66%,4,7853,277,3.53%,7684,281,3.66%,3.7%,66.8%,-0.434169357,0.664165464,3.7%
195,19,3.67%,3.66%,5,11513,439,3.81%,11256,407,3.62%,-5.2%,21.6%,0.786682458,0.431467776,-5.2%
196,19,3.67%,3.66%,6,42501,1548,3.64%,44257,1634,3.69%,1.4%,65.2%,-0.390138924,0.696433821,1.4%
197,19,3.67%,3.66%,7,35737,1293,3.62%,35768,1384,3.87%,6.9%,96.2%,-1.769817331,0.076757576,6.9%
198,19,3.67%,3.66%,8,46002,1635,3.55%,46898,1775,3.78%,6.5%,96.9%,-1.868955299,0.061629034,6.5%
199,19,3.67%,3.66%,9,34320,1248,3.64%,34127,1295,3.79%,4.3%,86.3%,-1.094744286,0.273628681,4.4%
200,20,4.07%,4.03%,0,17401,726,4.17%,16313,704,4.32%,3.4%,74.3%,-0.652911415,0.51381339,3.4%
201,20,4.07%,4.03%,1,11384,465,4.08%,11286,448,3.97%,-2.8%,33.0%,0.44097285,0.659232653,-2.8%
202,20,4.07%,4.03%,2,44997,1819,4.04%,46073,1848,4.01%,-0.8%,40.5%,0.241502725,0.809165505,-0.8%
203,20,4.07%,4.03%,3,12424,491,3.95%,11239,481,4.28%,8.3%,89.8%,-1.268415864,0.204649479,8.3%
204,20,4.07%,4.03%,4,19136,820,4.29%,17871,684,3.83%,-10.7%,1.3%,2.228200239,0.025867165,-10.7%
205,20,4.07%,4.03%,5,44136,1757,3.98%,45803,1863,4.07%,2.2%,74.5%,-0.660140376,0.50916375,2.2%
206,20,4.07%,4.03%,6,42212,1708,4.05%,45983,1800,3.91%,-3.3%,15.8%,1.000137583,0.31724393,-3.3%
207,20,4.07%,4.03%,7,41379,1746,4.22%,39769,1631,4.10%,-2.8%,19.9%,0.84388885,0.398731519,-2.8%
208,20,4.07%,4.03%,8,36113,1522,4.21%,33395,1278,3.83%,-9.2%,0.5%,2.596795312,0.009409798,-9.2%
209,20,4.07%,4.03%,9,12545,525,4.18%,12863,542,4.21%,0.7%,54.5%,-0.114037851,0.909207789,0.7%
210,21,5.56%,5.40%,0,6411,343,5.35%,6725,350,5.20%,-2.7%,35.4%,0.373444327,0.708817774,-2.7%
